,start_sensing_time,stop_sensing_time,datetime_rounded,lat,lon
0,20181030T003300Z,20181030T021458.125000Z,2018-10-30 02:00:00,40.1334,-70.7785
1,20181030T140600Z,20181030T154458.125000Z,2018-10-30 14:00:00,40.1334,-70.7785
2,20181030T140600Z,20181030T154458.125000Z,2018-10-30 15:00:00,40.1334,-70.7785
3,20181030T144200Z,20181030T162358.125000Z,2018-10-30 16:00:00,40.1334,-70.7785
4,20181031T235100Z,20181101T013258.125000Z,2018-11-01 00:00:00,40.1334,-70.7785
5,20181031T235100Z,20181101T013258.125000Z,2018-11-01 01:00:00,40.1334,-70.7785
6,20181101T003000Z,20181101T021158.125000Z,2018-11-01 02:00:00,40.1334,-70.7785
7,20181101T140300Z,20181101T154158.125000Z,2018-11-01 14:00:00,40.1334,-70.7785
8,20181101T140300Z,20181101T154158.125000Z,2018-11-01 15:00:00,40.1334,-70.7785
9,20181101T150600Z,20181101T164458.125000Z,2018-11-01 16:00:00,40.1334,-70.7785
10,20181102T134200Z,20181102T152058.125000Z,2018-11-02 14:00:00,40.1334,-70.7785
11,20181102T134200Z,20181102T152058.125000Z,2018-11-02 15:00:00,40.1334,-70.7785
12,20181102T234800Z,20181103T012958.125000Z,2018-11-03 00:00:00,40.1334,-70.7785
13,20181102T234800Z,20181103T012958.125000Z,2018-11-03 01:00:00,40.1334,-70.7785
14,20181103T005100Z,20181103T023258.125000Z,2018-11-03 02:00:00,40.1334,-70.7785
15,20181103T150000Z,20181103T163858.125000Z,2018-11-03 16:00:00,40.1334,-70.7785
16,20181104T140300Z,20181104T154158.125000Z,2018-11-04 14:00:00,40.1334,-70.7785
17,20181104T140300Z,20181104T154158.125000Z,2018-11-04 15:00:00,40.1334,-70.7785
18,20181104T143900Z,20181104T162058.125000Z,2018-11-04 16:00:00,40.1334,-70.7785
19,20181105T004800Z,20181105T022958.125000Z,2018-11-05 01:00:00,40.1334,-70.7785
20,20181105T004800Z,20181105T022958.125000Z,2018-11-05 02:00:00,40.1334,-70.7785
21,20181105T234800Z,20181106T012958.125000Z,2018-11-06 01:00:00,40.1334,-70.7785
22,20181107T133900Z,20181107T151758.125000Z,2018-11-07 14:00:00,40.1334,-70.7785
23,20181107T133900Z,20181107T151758.125000Z,2018-11-07 15:00:00,40.1334,-70.7785
24,20181107T234200Z,20181108T012658.125000Z,2018-11-08 00:00:00,40.1334,-70.7785
25,20181107T234200Z,20181108T012658.125000Z,2018-11-08 01:00:00,40.1334,-70.7785
26,20181108T004800Z,20181108T022958.125000Z,2018-11-08 02:00:00,40.1334,-70.7785
27,20181108T145700Z,20181108T163558.125000Z,2018-11-08 15:00:00,40.1334,-70.7785
28,20181108T145700Z,20181108T163558.125000Z,2018-11-08 16:00:00,40.1334,-70.7785
29,20181108T232100Z,20181109T010258.125000Z,2018-11-08 23:00:00,40.1334,-70.7785
30,20181108T232100Z,20181109T010258.125000Z,2018-11-09 00:00:00,40.1334,-70.7785
31,20181108T232100Z,20181109T010258.125000Z,2018-11-09 01:00:00,40.1334,-70.7785
32,20181109T140000Z,20181109T153858.125000Z,2018-11-09 14:00:00,40.1334,-70.7785
33,20181109T140000Z,20181109T153858.125000Z,2018-11-09 15:00:00,40.1334,-70.7785
34,20181109T143600Z,20181109T161458.125000Z,2018-11-09 16:00:00,40.1334,-70.7785
35,20181110T004200Z,20181110T022658.125000Z,2018-11-10 01:00:00,40.1334,-70.7785
36,20181110T004200Z,20181110T022658.125000Z,2018-11-10 02:00:00,40.1334,-70.7785
37,20181110T234500Z,20181111T012658.125000Z,2018-11-11 00:00:00,40.1334,-70.7785
38,20181110T234500Z,20181111T012658.125000Z,2018-11-11 01:00:00,40.1334,-70.7785
39,20181111T002100Z,20181111T020558.125000Z,2018-11-11 02:00:00,40.1334,-70.7785
40,20181111T135400Z,20181111T153558.125000Z,2018-11-11 14:00:00,40.1334,-70.7785
41,20181111T135400Z,20181111T153558.125000Z,2018-11-11 15:00:00,40.1334,-70.7785
42,20181111T145700Z,20181111T163858.125000Z,2018-11-11 16:00:00,40.1334,-70.7785
43,20181112T233900Z,20181113T012058.125000Z,2018-11-13 00:00:00,40.1334,-70.7785
44,20181112T233900Z,20181113T012058.125000Z,2018-11-13 01:00:00,40.1334,-70.7785
45,20181113T004500Z,20181113T022658.125000Z,2018-11-13 02:00:00,40.1334,-70.7785
46,20181114T135700Z,20181114T153558.125000Z,2018-11-14 14:00:00,40.1334,-70.7785
47,20181114T135700Z,20181114T153558.125000Z,2018-11-14 15:00:00,40.1334,-70.7785
48,20181115T003900Z,20181115T022058.125000Z,2018-11-15 02:00:00,40.1334,-70.7785
49,20181116T135100Z,20181116T152958.125000Z,2018-11-16 14:00:00,40.1334,-70.7785
50,20181116T135100Z,20181116T152958.125000Z,2018-11-16 15:00:00,40.1334,-70.7785
51,20181117T233600Z,20181118T011758.125000Z,2018-11-18 00:00:00,40.1334,-70.7785
52,20181117T233600Z,20181118T011758.125000Z,2018-11-18 01:00:00,40.1334,-70.7785
53,20181118T004200Z,20181118T022358.125000Z,2018-11-18 02:00:00,40.1334,-70.7785
54,20181118T141200Z,20181118T155358.125000Z,2018-11-18 14:00:00,40.1334,-70.7785
55,20181118T141200Z,20181118T155358.125000Z,2018-11-18 15:00:00,40.1334,-70.7785
56,20181118T141200Z,20181118T155358.125000Z,2018-11-18 16:00:00,40.1334,-70.7785
57,20181119T135400Z,20181119T153258.125000Z,2018-11-19 14:00:00,40.1334,-70.7785
58,20181119T135400Z,20181119T153258.125000Z,2018-11-19 15:00:00,40.1334,-70.7785
59,20181120T151200Z,20181120T165058.125000Z,2018-11-20 15:00:00,40.1334,-70.7785
60,20181120T151200Z,20181120T165058.125000Z,2018-11-20 16:00:00,40.1334,-70.7785
61,20181120T233600Z,20181121T012058.125000Z,2018-11-21 00:00:00,40.1334,-70.7785
62,20181120T233600Z,20181121T012058.125000Z,2018-11-21 01:00:00,40.1334,-70.7785
63,20181121T134800Z,20181121T152658.125000Z,2018-11-21 14:00:00,40.1334,-70.7785
64,20181121T134800Z,20181121T152658.125000Z,2018-11-21 15:00:00,40.1334,-70.7785
65,20181121T145100Z,20181121T162958.125000Z,2018-11-21 16:00:00,40.1334,-70.7785
66,20181122T005700Z,20181122T024158.125000Z,2018-11-22 01:00:00,40.1334,-70.7785
67,20181122T005700Z,20181122T024158.125000Z,2018-11-22 02:00:00,40.1334,-70.7785
68,20181122T233300Z,20181123T011458.125000Z,2018-11-23 00:00:00,40.1334,-70.7785
69,20181122T233300Z,20181123T011458.125000Z,2018-11-23 01:00:00,40.1334,-70.7785
70,20181123T003600Z,20181123T022058.125000Z,2018-11-23 02:00:00,40.1334,-70.7785
71,20181123T140900Z,20181123T155058.125000Z,2018-11-23 14:00:00,40.1334,-70.7785
72,20181123T140900Z,20181123T155058.125000Z,2018-11-23 15:00:00,40.1334,-70.7785
73,20181123T144500Z,20181123T162658.125000Z,2018-11-23 16:00:00,40.1334,-70.7785
74,20181124T134800Z,20181124T152958.125000Z,2018-11-24 14:00:00,40.1334,-70.7785
75,20181124T235400Z,20181125T013558.125000Z,2018-11-25 01:00:00,40.1334,-70.7785
76,20181125T233300Z,20181126T011458.125000Z,2018-11-26 01:00:00,40.1334,-70.7785
77,20181126T144800Z,20181126T162658.125000Z,2018-11-26 16:00:00,40.1334,-70.7785
78,20181127T232700Z,20181128T011158.125000Z,2018-11-27 23:00:00,40.1334,-70.7785
79,20181127T232700Z,20181128T011158.125000Z,2018-11-28 00:00:00,40.1334,-70.7785
80,20181127T232700Z,20181128T011158.125000Z,2018-11-28 01:00:00,40.1334,-70.7785
81,20181128T140600Z,20181128T154758.125000Z,2018-11-28 15:00:00,40.1334,-70.7785
82,20181128T144200Z,20181128T162058.125000Z,2018-11-28 16:00:00,40.1334,-70.7785
83,20181129T235100Z,20181130T013258.125000Z,2018-11-30 00:00:00,40.1334,-70.7785
84,20181129T235100Z,20181130T013258.125000Z,2018-11-30 01:00:00,40.1334,-70.7785
85,20181130T002700Z,20181130T021158.125000Z,2018-11-30 02:00:00,40.1334,-70.7785
86,20181130T140000Z,20181130T154158.125000Z,2018-11-30 14:00:00,40.1334,-70.7785
87,20181130T140000Z,20181130T154158.125000Z,2018-11-30 15:00:00,40.1334,-70.7785
88,20181201T133900Z,20181201T152058.125000Z,2018-12-01 14:00:00,40.1334,-70.7785
89,20181202T005100Z,20181202T023258.125000Z,2018-12-02 02:00:00,40.1334,-70.7785
90,20181202T150000Z,20181202T163858.125000Z,2018-12-02 16:00:00,40.1334,-70.7785
91,20181204T004500Z,20181204T022958.125000Z,2018-12-04 01:00:00,40.1334,-70.7785
92,20181204T004500Z,20181204T022958.125000Z,2018-12-04 02:00:00,40.1334,-70.7785
93,20181204T234800Z,20181205T012958.125000Z,2018-12-05 00:00:00,40.1334,-70.7785
94,20181204T234800Z,20181205T012958.125000Z,2018-12-05 01:00:00,40.1334,-70.7785
95,20181205T002400Z,20181205T020558.125000Z,2018-12-05 02:00:00,40.1334,-70.7785
96,20181205T135700Z,20181205T153558.125000Z,2018-12-05 14:00:00,40.1334,-70.7785
97,20181205T135700Z,20181205T153558.125000Z,2018-12-05 15:00:00,40.1334,-70.7785
98,20181205T150300Z,20181205T164158.125000Z,2018-12-05 16:00:00,40.1334,-70.7785
99,20181206T133600Z,20181206T151458.125000Z,2018-12-06 15:00:00,40.1334,-70.7785
100,20181207T004800Z,20181207T022958.125000Z,2018-12-07 02:00:00,40.1334,-70.7785
101,20181207T145700Z,20181207T163558.125000Z,2018-12-07 15:00:00,40.1334,-70.7785
102,20181207T145700Z,20181207T163558.125000Z,2018-12-07 16:00:00,40.1334,-70.7785
103,20181207T232100Z,20181208T010258.125000Z,2018-12-08 00:00:00,40.1334,-70.7785
104,20181207T232100Z,20181208T010258.125000Z,2018-12-08 01:00:00,40.1334,-70.7785
105,20181208T140000Z,20181208T153858.125000Z,2018-12-08 14:00:00,40.1334,-70.7785
106,20181208T140000Z,20181208T153858.125000Z,2018-12-08 15:00:00,40.1334,-70.7785
107,20181208T143600Z,20181208T161458.125000Z,2018-12-08 16:00:00,40.1334,-70.7785
108,20181209T004200Z,20181209T022358.125000Z,2018-12-09 01:00:00,40.1334,-70.7785
109,20181209T004200Z,20181209T022358.125000Z,2018-12-09 02:00:00,40.1334,-70.7785
110,20181209T234500Z,20181210T012658.125000Z,2018-12-10 00:00:00,40.1334,-70.7785
111,20181209T234500Z,20181210T012658.125000Z,2018-12-10 01:00:00,40.1334,-70.7785
112,20181210T135400Z,20181210T153258.125000Z,2018-12-10 14:00:00,40.1334,-70.7785
113,20181210T135400Z,20181210T153258.125000Z,2018-12-10 15:00:00,40.1334,-70.7785
114,20181210T150000Z,20181210T163858.125000Z,2018-12-10 16:00:00,40.1334,-70.7785
115,20181211T233900Z,20181212T012058.125000Z,2018-12-12 01:00:00,40.1334,-70.7785
116,20181212T004500Z,20181212T022658.125000Z,2018-12-12 02:00:00,40.1334,-70.7785
117,20181212T145100Z,20181212T163258.125000Z,2018-12-12 15:00:00,40.1334,-70.7785
118,20181212T145100Z,20181212T163258.125000Z,2018-12-12 16:00:00,40.1334,-70.7785
119,20181213T135700Z,20181213T153558.125000Z,2018-12-13 14:00:00,40.1334,-70.7785
120,20181213T135700Z,20181213T153558.125000Z,2018-12-13 15:00:00,40.1334,-70.7785
121,20181214T003900Z,20181214T022058.125000Z,2018-12-14 01:00:00,40.1334,-70.7785
122,20181214T003900Z,20181214T022058.125000Z,2018-12-14 02:00:00,40.1334,-70.7785
123,20181214T151500Z,20181214T165658.125000Z,2018-12-14 15:00:00,40.1334,-70.7785
124,20181214T151500Z,20181214T165658.125000Z,2018-12-14 16:00:00,40.1334,-70.7785
125,20181214T151500Z,20181214T165658.125000Z,2018-12-14 17:00:00,40.1334,-70.7785
126,20181214T234200Z,20181215T012358.125000Z,2018-12-15 00:00:00,40.1334,-70.7785
127,20181214T234200Z,20181215T012358.125000Z,2018-12-15 01:00:00,40.1334,-70.7785
128,20181215T135100Z,20181215T152958.125000Z,2018-12-15 14:00:00,40.1334,-70.7785
129,20181215T135100Z,20181215T152958.125000Z,2018-12-15 15:00:00,40.1334,-70.7785
130,20181216T233300Z,20181217T011758.125000Z,2018-12-17 00:00:00,40.1334,-70.7785
131,20181216T233300Z,20181217T011758.125000Z,2018-12-17 01:00:00,40.1334,-70.7785
132,20181217T004200Z,20181217T022358.125000Z,2018-12-17 02:00:00,40.1334,-70.7785
133,20181217T141500Z,20181217T155358.125000Z,2018-12-17 15:00:00,40.1334,-70.7785
