,start_sensing_time,stop_sensing_time,datetime_rounded,lat,lon
0,20190811T123300Z,20190811T141158.125000Z,2019-08-11 13:00:00,59.9337,-39.47378
1,20190811T123300Z,20190811T141158.125000Z,2019-08-11 14:00:00,59.9337,-39.47378
2,20190811T133900Z,20190811T151758.125000Z,2019-08-11 15:00:00,59.9337,-39.47378
3,20190811T205400Z,20190811T223558.125000Z,2019-08-11 21:00:00,59.9337,-39.47378
4,20190811T205400Z,20190811T223558.125000Z,2019-08-11 22:00:00,59.9337,-39.47378
5,20190811T220300Z,20190811T234458.125000Z,2019-08-11 23:00:00,59.9337,-39.47378
6,20190811T223600Z,20190812T001758.125000Z,2019-08-12 00:00:00,59.9337,-39.47378
7,20190812T121200Z,20190812T135058.125000Z,2019-08-12 12:00:00,59.9337,-39.47378
8,20190812T121200Z,20190812T135058.125000Z,2019-08-12 13:00:00,59.9337,-39.47378
9,20190812T135100Z,20190812T152958.125000Z,2019-08-12 14:00:00,59.9337,-39.47378
10,20190812T135100Z,20190812T152958.125000Z,2019-08-12 15:00:00,59.9337,-39.47378
11,20190812T203300Z,20190812T221458.125000Z,2019-08-12 21:00:00,59.9337,-39.47378
12,20190812T221500Z,20190812T235658.125000Z,2019-08-12 22:00:00,59.9337,-39.47378
13,20190812T221500Z,20190812T235658.125000Z,2019-08-12 23:00:00,59.9337,-39.47378
14,20190812T221500Z,20190812T235658.125000Z,2019-08-13 00:00:00,59.9337,-39.47378
15,20190815T113300Z,20190815T131458.125000Z,2019-08-15 12:00:00,59.9337,-39.47378
16,20190815T113300Z,20190815T131458.125000Z,2019-08-15 13:00:00,59.9337,-39.47378
17,20190815T121500Z,20190815T135658.125000Z,2019-08-15 14:00:00,59.9337,-39.47378
18,20190815T131500Z,20190815T145358.125000Z,2019-08-15 15:00:00,59.9337,-39.47378
19,20190815T195400Z,20190815T213558.125000Z,2019-08-15 20:00:00,59.9337,-39.47378
20,20190815T195400Z,20190815T213558.125000Z,2019-08-15 21:00:00,59.9337,-39.47378
21,20190815T203600Z,20190815T221758.125000Z,2019-08-15 22:00:00,59.9337,-39.47378
22,20190815T221800Z,20190815T235958.125000Z,2019-08-16 00:00:00,59.9337,-39.47378
23,20190816T122700Z,20190816T140858.125000Z,2019-08-16 12:00:00,59.9337,-39.47378
24,20190816T122700Z,20190816T140858.125000Z,2019-08-16 13:00:00,59.9337,-39.47378
25,20190816T122700Z,20190816T140858.125000Z,2019-08-16 14:00:00,59.9337,-39.47378
26,20190816T133600Z,20190816T151458.125000Z,2019-08-16 15:00:00,59.9337,-39.47378
27,20190816T205100Z,20190816T223258.125000Z,2019-08-16 21:00:00,59.9337,-39.47378
28,20190816T205100Z,20190816T223258.125000Z,2019-08-16 22:00:00,59.9337,-39.47378
