,start_sensing_time,stop_sensing_time,datetime_rounded,lat,lon
0,20151215T024500Z,20151215T042658.125000Z,2015-12-15 03:00:00,-54.4041,-89.2069
1,20151215T024500Z,20151215T042658.125000Z,2015-12-15 04:00:00,-54.4041,-89.2069
2,20151215T143300Z,20151215T161458.125000Z,2015-12-15 15:00:00,-54.4041,-89.2069
3,20151215T143300Z,20151215T161458.125000Z,2015-12-15 16:00:00,-54.4041,-89.2069
4,20151216T022400Z,20151216T040558.125000Z,2015-12-16 02:00:00,-54.4041,-89.2069
5,20151216T022400Z,20151216T040558.125000Z,2015-12-16 04:00:00,-54.4041,-89.2069
6,20151216T040600Z,20151216T054758.125000Z,2015-12-16 05:00:00,-54.4041,-89.2069
7,20151216T131800Z,20151216T145958.125000Z,2015-12-16 13:00:00,-54.4041,-89.2069
8,20151216T131800Z,20151216T145958.125000Z,2015-12-16 14:00:00,-54.4041,-89.2069
9,20151216T131800Z,20151216T145958.125000Z,2015-12-16 15:00:00,-54.4041,-89.2069
10,20151217T024800Z,20151217T043258.125000Z,2015-12-17 04:00:00,-54.4041,-89.2069
11,20151217T034500Z,20151217T052658.125000Z,2015-12-17 05:00:00,-54.4041,-89.2069
12,20151217T143900Z,20151217T161758.125000Z,2015-12-17 15:00:00,-54.4041,-89.2069
13,20151218T022700Z,20151218T041158.125000Z,2015-12-18 02:00:00,-54.4041,-89.2069
14,20151218T022700Z,20151218T041158.125000Z,2015-12-18 03:00:00,-54.4041,-89.2069
15,20151218T022700Z,20151218T041158.125000Z,2015-12-18 04:00:00,-54.4041,-89.2069
16,20151218T041200Z,20151218T055358.125000Z,2015-12-18 05:00:00,-54.4041,-89.2069
17,20151218T041200Z,20151218T055358.125000Z,2015-12-18 06:00:00,-54.4041,-89.2069
18,20151218T133300Z,20151218T151158.125000Z,2015-12-18 14:00:00,-54.4041,-89.2069
19,20151218T133300Z,20151218T151158.125000Z,2015-12-18 15:00:00,-54.4041,-89.2069
20,20151219T035100Z,20151219T053258.125000Z,2015-12-19 04:00:00,-54.4041,-89.2069
21,20151219T035100Z,20151219T053258.125000Z,2015-12-19 05:00:00,-54.4041,-89.2069
22,20151219T131200Z,20151219T145058.125000Z,2015-12-19 13:00:00,-54.4041,-89.2069
23,20151219T131200Z,20151219T145058.125000Z,2015-12-19 14:00:00,-54.4041,-89.2069
24,20151219T145100Z,20151219T162958.125000Z,2015-12-19 15:00:00,-54.4041,-89.2069
25,20151219T145100Z,20151219T162958.125000Z,2015-12-19 16:00:00,-54.4041,-89.2069
26,20151220T024200Z,20151220T042358.125000Z,2015-12-20 03:00:00,-54.4041,-89.2069
27,20151220T024200Z,20151220T042358.125000Z,2015-12-20 04:00:00,-54.4041,-89.2069
28,20151220T042400Z,20151220T060558.125000Z,2015-12-20 05:00:00,-54.4041,-89.2069
29,20151220T042400Z,20151220T060558.125000Z,2015-12-20 06:00:00,-54.4041,-89.2069
30,20151220T133600Z,20151220T151458.125000Z,2015-12-20 14:00:00,-54.4041,-89.2069
31,20151220T133600Z,20151220T151458.125000Z,2015-12-20 15:00:00,-54.4041,-89.2069
32,20151220T143000Z,20151220T160858.125000Z,2015-12-20 16:00:00,-54.4041,-89.2069
33,20151221T040300Z,20151221T054458.125000Z,2015-12-21 04:00:00,-54.4041,-89.2069
34,20151221T040300Z,20151221T054458.125000Z,2015-12-21 05:00:00,-54.4041,-89.2069
35,20151221T131500Z,20151221T145658.125000Z,2015-12-21 13:00:00,-54.4041,-89.2069
36,20151221T131500Z,20151221T145658.125000Z,2015-12-21 14:00:00,-54.4041,-89.2069
